Wikidata_URI15	id	Company	Industry	Country	rating	Sales	Profits	Assets	Rank	DBpedia_URI	label	DBpedia_URI15	YAGO_URI15
http://www.wikidata.org/entity/Q6541837	463	Liberty Interactive	Internet & Catalog Retail	United States	14.6	10.1	1.5	26.3	519	http://dbpedia.org/resource/Liberty_Interactive	medium	http://dbpedia.org/resource/Liberty_Interactive	
	464	J Sainsbury	Food Retail	United Kingdom	10.4	35.7	1	19.7	520	http://dbpedia.org/resource/J_Sainsbury	medium	http://dbpedia.org/resource/Sainsbury's	
http://www.wikidata.org/entity/Q791179	465	Aviva	Life & Health Insurance	United Kingdom	14.5	69	-5.1	512.7	520	http://dbpedia.org/resource/Aviva	medium	http://dbpedia.org/resource/Aviva	http://yago-knowledge.org/resource/Aviva
	466	Anglo American	Diversified Metals & Mining	United Kingdom	39.9	29.4	-1.5	78.1	522	http://dbpedia.org/resource/Anglo_American	medium	http://dbpedia.org/resource/Anglo-American	
http://www.wikidata.org/entity/Q709535	467	Cheung Kong Holdings	Real Estate	Hong Kong-China	33.7	2.5	4.1	49.4	523	http://dbpedia.org/resource/Cheung_Kong_Holdings	medium	http://dbpedia.org/resource/Cheung_Kong_Holdings	http://yago-knowledge.org/resource/Cheung_Kong_Holdings
http://www.wikidata.org/entity/Q276557	468	Kasikornbank	Major Banks	Thailand	17.5	6	1.2	67.8	524	http://dbpedia.org/resource/Kasikornbank	medium	http://dbpedia.org/resource/Kasikornbank	http://yago-knowledge.org/resource/Kasikornbank
http://www.wikidata.org/entity/Q407704	469	Carlsberg	Beverages	Denmark	15.8	11.6	1	27.2	525	http://dbpedia.org/resource/Carlsberg	medium	http://dbpedia.org/resource/Carlsberg	
http://www.wikidata.org/entity/Q3884	470	Amazon.com	Internet & Catalog Retail	United States	119	61.1	0	32.6	525	http://dbpedia.org/resource/Amazon.com	high	http://dbpedia.org/resource/Amazon.com	http://yago-knowledge.org/resource/Amazon.com
http://www.wikidata.org/entity/Q638231	471	Larsen & Toubro	Construction Services	India	17.2	12.6	0.9	23.8	527	http://dbpedia.org/resource/Larsen_&_Toubro	medium	http://dbpedia.org/resource/Larsen_&_Toubro	http://yago-knowledge.org/resource/Larsen_&_Toubro
http://www.wikidata.org/entity/Q3403513	472	Principal Financial Group	Life & Health Insurance	United States	10	9.2	0.8	161.9	528	http://dbpedia.org/resource/Principal_Financial_Group	medium	http://dbpedia.org/resource/Principal_Financial_Group	http://yago-knowledge.org/resource/Principal_Financial_Group
	473	Waste Management	Environmental & Waste	United States	17.4	13.6	0.8	23.1	529	http://dbpedia.org/resource/Waste_Management	medium	http://dbpedia.org/resource/Waste_management	
http://www.wikidata.org/entity/Q951259	474	Murphy Oil	Oil & Gas Operations	United States	11.8	28.6	1	17.5	531	http://dbpedia.org/resource/Murphy_Oil	medium	http://dbpedia.org/resource/Murphy_Oil	http://yago-knowledge.org/resource/Murphy_Oil
	475	CaixaBank	Regional Banks	Spain	16.8	16.3	0.3	450.1	532	http://dbpedia.org/resource/CaixaBank	medium	http://dbpedia.org/resource/Caixabank	
http://www.wikidata.org/entity/Q663452	476	TE Connectivity	Electronics	Switzerland	17.6	13.2	1.1	18.1	533	http://dbpedia.org/resource/TE_Connectivity	medium	http://dbpedia.org/resource/TE_Connectivity	http://yago-knowledge.org/resource/TE_Connectivity
http://www.wikidata.org/entity/Q1295105	477	Nomura Holdings	Investment Services	Japan	23.6	22.4	0.1	431.3	535	http://dbpedia.org/resource/Nomura_Holdings	medium	http://dbpedia.org/resource/Nomura_Holdings	http://yago-knowledge.org/resource/Nomura_Holdings
http://www.wikidata.org/entity/Q1127887	478	Vivendi	Telecommunications services	France	27.8	38.3	0.2	76.6	536	http://dbpedia.org/resource/Vivendi	medium	http://dbpedia.org/resource/Vivendi	http://yago-knowledge.org/resource/Vivendi
http://www.wikidata.org/entity/Q186394	479	Fujitsu	Computer Hardware	Japan	9.2	54	0.5	35	537	http://dbpedia.org/resource/Fujitsu	low	http://dbpedia.org/resource/Fujitsu	http://yago-knowledge.org/resource/Fujitsu
	480	Charles Schwab	Investment Services	United States	22.8	5	0.9	133.6	538	http://dbpedia.org/resource/Charles_Schwab	medium	http://dbpedia.org/resource/Charles_R._Schwab	
http://www.wikidata.org/entity/Q359420	481	SSE	Electric Utilities	United Kingdom	21.2	50.8	0.3	31.1	539	http://dbpedia.org/resource/SSE	medium	http://dbpedia.org/resource/SSE	
	482	Al Rajhi Bank	Regional Banks	Saudi Arabia	26	4	2.1	71.3	539	http://dbpedia.org/resource/Al_Rajhi_Bank	medium	http://dbpedia.org/resource/Al-Rajhi_Bank	
	483	Ingersoll-Rand	Conglomerates	Ireland	16.4	14	1	18.5	541	http://dbpedia.org/resource/Ingersoll-Rand	medium	http://dbpedia.org/resource/Ingersoll_Rand	
http://www.wikidata.org/entity/Q1146772	484	Sime Darby	Conglomerates	Malaysia	17.3	15	1.3	14.9	542	http://dbpedia.org/resource/Sime_Darby	medium	http://dbpedia.org/resource/Sime_Darby	http://yago-knowledge.org/resource/Sime_Darby
	485	Halkbank	Regional Banks	Turkey	13.3	6.2	1.5	61	543	http://dbpedia.org/resource/Halkbank	medium	http://dbpedia.org/resource/Halk_Bankas?	
http://www.wikidata.org/entity/Q170416	486	Philips	Conglomerates	Netherlands	27.5	32.7	0.3	35.8	544	http://dbpedia.org/resource/Philips	medium	http://dbpedia.org/resource/Philips	http://yago-knowledge.org/resource/Philips
http://www.wikidata.org/entity/Q48754	487	PPG Industries	Diversified Chemicals	United States	20.2	15.2	0.9	15.9	545	http://dbpedia.org/resource/PPG_Industries	medium	http://dbpedia.org/resource/PPG_Industries	http://yago-knowledge.org/resource/PPG_Industries
http://www.wikidata.org/entity/Q648280	488	Mitsubishi Heavy Industries	Heavy Equipment	Japan	18.8	34.1	0.3	48	546	http://dbpedia.org/resource/Mitsubishi_Heavy_Industries	medium	http://dbpedia.org/resource/Mitsubishi_Heavy_Industries	http://yago-knowledge.org/resource/Mitsubishi_Heavy_Industries
http://www.wikidata.org/entity/Q2116312	489	Transneft	Oil Services & Equipment	Russia	3.6	20.8	5.8	57.8	547	http://dbpedia.org/resource/Transneft	low	http://dbpedia.org/resource/Transneft	http://yago-knowledge.org/resource/Transneft
	490	Korea Electric Power	Electric Utilities	South Korea	17.4	43.9	-2.8	129.3	548	http://dbpedia.org/resource/Korea_Electric_Power	medium	http://dbpedia.org/resource/Korea_Electric_Power_Corporation	
	491	Marsh & McLennan	Insurance Brokers	United States	20.3	11.9	1.2	16.3	549	http://dbpedia.org/resource/Marsh_&_McLennan	medium	http://dbpedia.org/resource/Marsh_&_McLennan_Companies	
http://www.wikidata.org/entity/Q246512	492	Kellogg	Food Processing	United States	22.5	14.2	1	15.2	551	http://dbpedia.org/resource/Kellogg	medium	http://dbpedia.org/resource/Kellogg	
	493	Aisin Seiki	Auto & Truck Parts	Japan	10.6	27.8	0.7	24.7	552	http://dbpedia.org/resource/Aisin_Seiki	medium	http://dbpedia.org/resource/Aisin_Seiki_Co.	
http://www.wikidata.org/entity/Q1344587	494	Entergy	Electric Utilities	United States	11.6	10.3	0.9	43.2	553	http://dbpedia.org/resource/Entergy	medium	http://dbpedia.org/resource/Entergy	http://yago-knowledge.org/resource/Entergy
http://www.wikidata.org/entity/Q528842	495	Astellas Pharma	Pharmaceuticals	Japan	25.9	11.7	0.9	16.6	553	http://dbpedia.org/resource/Astellas_Pharma	medium	http://dbpedia.org/resource/Astellas_Pharma	http://yago-knowledge.org/resource/Astellas_Pharma
http://www.wikidata.org/entity/Q493145	496	SK Telecom	Telecommunications services	South Korea	11.5	14.5	1	24.1	555	http://dbpedia.org/resource/SK_Telecom	medium	http://dbpedia.org/resource/SK_Telecom	http://yago-knowledge.org/resource/SK_Telecom
http://www.wikidata.org/entity/Q2287759	497	Simon Property Group	Real Estate	United States	49.5	4.9	1.4	32.6	556	http://dbpedia.org/resource/Simon_Property_Group	medium	http://dbpedia.org/resource/Simon_Property_Group	http://yago-knowledge.org/resource/Simon_Property_Group
http://www.wikidata.org/entity/Q53247	498	Panasonic	Consumer Electronics	Japan	16.7	94.8	-9.3	76.1	557	http://dbpedia.org/resource/Panasonic	medium	http://dbpedia.org/resource/Panasonic	
http://www.wikidata.org/entity/Q470156	499	AmerisourceBergen	Pharmaceuticals	United States	11.3	80.6	0.7	15.5	558	http://dbpedia.org/resource/AmerisourceBergen	medium	http://dbpedia.org/resource/AmerisourceBergen	http://yago-knowledge.org/resource/AmerisourceBergen
http://www.wikidata.org/entity/Q1534795	500	Goldcorp	Diversified Metals & Mining	Canada	26.4	5.4	1.7	31.2	559	http://dbpedia.org/resource/Goldcorp	medium	http://dbpedia.org/resource/Goldcorp	http://yago-knowledge.org/resource/Goldcorp
http://www.wikidata.org/entity/Q1486956	501	Xcel Energy	Electric Utilities	United States	14.2	10.1	0.9	31.1	560	http://dbpedia.org/resource/Xcel_Energy	medium	http://dbpedia.org/resource/Xcel_Energy	http://yago-knowledge.org/resource/Xcel_Energy
http://www.wikidata.org/entity/Q5629186	502	HDFC	Consumer Financial Services	India	23.3	5.9	1.1	41.6	561	http://dbpedia.org/resource/HDFC	medium	http://dbpedia.org/resource/HDFC	
http://www.wikidata.org/entity/Q489921	503	MasterCard	Consumer Financial Services	United States	63.8	7.4	2.8	12.5	561	http://dbpedia.org/resource/MasterCard	medium	http://dbpedia.org/resource/MasterCard	http://yago-knowledge.org/resource/MasterCard
http://www.wikidata.org/entity/Q419823	504	Solvay	Diversified Chemicals	Belgium	12.5	16.4	0.8	23.4	564	http://dbpedia.org/resource/Solvay	medium	http://dbpedia.org/resource/Solvay	
http://www.wikidata.org/entity/Q901886	505	Yara International	Specialized Chemicals	Norway	13.2	15.1	1.9	14.4	565	http://dbpedia.org/resource/Yara_International	medium	http://dbpedia.org/resource/Yara_International	http://yago-knowledge.org/resource/Yara_International
	506	Sumitomo Electric	Auto & Truck Parts	Japan	10	24.9	0.7	25	566	http://dbpedia.org/resource/Sumitomo_Electric	medium	http://dbpedia.org/resource/Sumitomo_Electric_Industries	
http://www.wikidata.org/entity/Q696743	507	Quanta Computer	Computer Hardware	Taiwan	8.5	34.4	0.8	24.6	567	http://dbpedia.org/resource/Quanta_Computer	low	http://dbpedia.org/resource/Quanta_Computer	http://yago-knowledge.org/resource/Quanta_Computer
	508	Regions Financial	Regional Banks	United States	11.8	6	1.1	121.3	568	http://dbpedia.org/resource/Regions_Financial	medium	http://dbpedia.org/resource/Regions_Financial_Corporation	
http://www.wikidata.org/entity/Q613922	509	Falabella	Department Stores	Chile	26.8	11.5	0.8	17.9	569	http://dbpedia.org/resource/Falabella	medium	http://dbpedia.org/resource/Falabella	http://yago-knowledge.org/resource/Falabella
http://www.wikidata.org/entity/Q3895	510	Adidas	Apparel/Accessories	Germany	21.8	19.6	0.7	14.7	570	http://dbpedia.org/resource/Adidas	medium	http://dbpedia.org/resource/Adidas	http://yago-knowledge.org/resource/Adidas
http://www.wikidata.org/entity/Q738770	511	Western Digital	Computer Storage Devices	United States	12.1	15.6	2.1	13.9	570	http://dbpedia.org/resource/Western_Digital	medium	http://dbpedia.org/resource/Western_Digital	http://yago-knowledge.org/resource/Western_Digital
http://www.wikidata.org/entity/Q1053372	512	Cencosud	Food Retail	Chile	17.4	19.1	0.6	19.7	573	http://dbpedia.org/resource/Cencosud	medium	http://dbpedia.org/resource/Cencosud	http://yago-knowledge.org/resource/Cencosud
http://www.wikidata.org/entity/Q847484	513	Sanlam	Life & Health Insurance	South Africa	10.7	10.8	0.7	52.3	574	http://dbpedia.org/resource/Sanlam	medium	http://dbpedia.org/resource/Sanlam	http://yago-knowledge.org/resource/Sanlam
http://www.wikidata.org/entity/Q1632461	514	Veolia Environnement	Diversified Utilities	France	6.8	38.8	0.5	57.2	576	http://dbpedia.org/resource/Veolia_Environnement	low	http://dbpedia.org/resource/Veolia_Environnement	http://yago-knowledge.org/resource/Veolia_Environnement
	515	Wm Morrison Supermarkets	Food Retail	United Kingdom	9.5	28.8	1	16.6	576	http://dbpedia.org/resource/Wm_Morrison_Supermarkets	low	http://dbpedia.org/resource/Morrisons	
http://www.wikidata.org/entity/Q251546	516	Novatek	Oil & Gas Operations	Russia	31.3	6.9	2.3	15.1	578	http://dbpedia.org/resource/Novatek	medium	http://dbpedia.org/resource/Novatek	http://yago-knowledge.org/resource/Novatek
http://www.wikidata.org/entity/Q407744	517	Air Products & Chemicals	Specialized Chemicals	United States	18.7	9.9	1.2	17.4	578	http://dbpedia.org/resource/Air_Products_&_Chemicals	medium	http://dbpedia.org/resource/Air_Products_&_Chemicals	http://yago-knowledge.org/resource/Air_Products_&_Chemicals
http://www.wikidata.org/entity/Q578832	518	PKO Bank Polski	Regional Banks	Poland	13.8	5.7	1.2	62.3	580	http://dbpedia.org/resource/PKO_Bank_Polski	medium	http://dbpedia.org/resource/PKO_Bank_Polski	http://yago-knowledge.org/resource/PKO_Bank_Polski
http://www.wikidata.org/entity/Q1813910	519	Tokyo Gas	Natural Gas Utilities	Japan	13.5	21.2	0.6	22.2	581	http://dbpedia.org/resource/Tokyo_Gas	medium	http://dbpedia.org/resource/Tokyo_Gas	http://yago-knowledge.org/resource/Tokyo_Gas
	520	Precision Castparts	Aerospace & Defense	United States	28.5	7.9	1.3	16.7	582	http://dbpedia.org/resource/Precision_Castparts	medium	http://dbpedia.org/resource/Precision_Castparts_Corp.	
	521	Franklin Resources	Investment Services	United States	31.9	7.3	2	14.4	584	http://dbpedia.org/resource/Franklin_Resources	medium	http://dbpedia.org/resource/Franklin_Templeton_Investments	
http://www.wikidata.org/entity/Q350188	522	SCA	Household/Personal Care	Sweden	17.3	13.1	0.7	20.2	585	http://dbpedia.org/resource/SCA	medium	http://dbpedia.org/resource/SCA	
http://www.wikidata.org/entity/Q1282031	523	Ecolab	Specialized Chemicals	United States	23.5	11.8	0.7	17.6	586	http://dbpedia.org/resource/Ecolab	medium	http://dbpedia.org/resource/Ecolab	http://yago-knowledge.org/resource/Ecolab
http://www.wikidata.org/entity/Q144617	524	Telecom Italia	Telecommunications services	Italy	15.2	37.9	-2.1	102.3	586	http://dbpedia.org/resource/Telecom_Italia	medium	http://dbpedia.org/resource/Telecom_Italia	http://yago-knowledge.org/resource/Telecom_Italia
http://www.wikidata.org/entity/Q677464	525	Dominion Resources	Electric Utilities	United States	32.7	13.1	0.3	46.8	589	http://dbpedia.org/resource/Dominion_Resources	medium	http://dbpedia.org/resource/Dominion_Resources	http://yago-knowledge.org/resource/Dominion_Resources
http://www.wikidata.org/entity/Q963101	526	Tata Steel	Iron & Steel	India	6.4	26.1	1	28.8	590	http://dbpedia.org/resource/Tata_Steel	low	http://dbpedia.org/resource/Tata_Steel	http://yago-knowledge.org/resource/Tata_Steel
	527	Tencent Holdings	Computer Services	China	65	7	2	12.1	591	http://dbpedia.org/resource/Tencent_Holdings	medium	http://dbpedia.org/resource/Tencent	http://yago-knowledge.org/resource/Tencent_Holdings
http://www.wikidata.org/entity/Q1475554	528	Sodexo	Business & Personal Services	France	14.3	22.9	0.7	15.9	592	http://dbpedia.org/resource/Sodexo	medium	http://dbpedia.org/resource/Sodexo	http://yago-knowledge.org/resource/Sodexo
http://www.wikidata.org/entity/Q483855	529	Industrial Bank of Korea	Regional Banks	South Korea	6.4	9.3	1	185.9	593	http://dbpedia.org/resource/Industrial_Bank_of_Korea	low	http://dbpedia.org/resource/Industrial_Bank_of_Korea	http://yago-knowledge.org/resource/Industrial_Bank_of_Korea
	530	Public Bank	Regional Banks	Malaysia	18	4.2	1.3	89.8	594	http://dbpedia.org/resource/Public_Bank	medium	http://dbpedia.org/resource/Public_bank	http://yago-knowledge.org/resource/Public_Bank
http://www.wikidata.org/entity/Q632233	531	HeidelbergCement	Construction Materials	Germany	13.9	18	0.4	37	595	http://dbpedia.org/resource/HeidelbergCement	medium	http://dbpedia.org/resource/HeidelbergCement	http://yago-knowledge.org/resource/HeidelbergCement
http://www.wikidata.org/entity/Q1408037	532	Ferrovial	Other Transportation	Spain	11.9	10.1	0.9	27.2	596	http://dbpedia.org/resource/Ferrovial	medium	http://dbpedia.org/resource/Ferrovial	http://yago-knowledge.org/resource/Ferrovial
	533	Cemig	Electric Utilities	Brazil	10.7	9.5	2.2	19.4	597	http://dbpedia.org/resource/Cemig	medium	http://dbpedia.org/resource/CEMIG	
	534	Swatch Group	Apparel/Accessories	Switzerland	32.1	8.5	1.7	12	598	http://dbpedia.org/resource/Swatch_Group	medium	http://dbpedia.org/resource/The_Swatch_Group	
	535	Yum Brands	Restaurants	United States	31.6	13.6	1.6	9	598	http://dbpedia.org/resource/Yum_Brands	medium	http://dbpedia.org/resource/Yum!_Brands	
http://www.wikidata.org/entity/Q36303	536	Thales	Aerospace & Defense	France	8.8	18.2	0.7	28.2	600	http://dbpedia.org/resource/Thales	low	http://dbpedia.org/resource/Thales	http://yago-knowledge.org/resource/Thales
	537	Unum Group	Life & Health Insurance	United States	7.5	10.5	0.9	62.2	601	http://dbpedia.org/resource/Unum_Group	low	http://dbpedia.org/resource/Unum	
http://www.wikidata.org/entity/Q557880	538	Investor	Investment Services	Sweden	22.9	3.5	3.7	35.3	602	http://dbpedia.org/resource/Investor	medium	http://dbpedia.org/resource/Investor	
http://www.wikidata.org/entity/Q168115	539	Toray Industries	Diversified Chemicals	Japan	10.4	19.2	0.8	18.8	604	http://dbpedia.org/resource/Toray_Industries	medium	http://dbpedia.org/resource/Toray_Industries	http://yago-knowledge.org/resource/Toray_Industries
http://www.wikidata.org/entity/Q37158	540	Starbucks	Restaurants	United States	43.2	13.7	1.4	8.5	605	http://dbpedia.org/resource/Starbucks	medium	http://dbpedia.org/resource/Starbucks	http://yago-knowledge.org/resource/Starbucks
http://www.wikidata.org/entity/Q1514221	541	Kubota	Heavy Equipment	Japan	17.4	12.2	0.7	18	606	http://dbpedia.org/resource/Kubota	medium	http://dbpedia.org/resource/Kubota	http://yago-knowledge.org/resource/Kubota
	542	PTT Global Chemical	Diversified Chemicals	Thailand	11.3	18.5	1.1	14.2	607	http://dbpedia.org/resource/PTT_Global_Chemical	medium	http://dbpedia.org/resource/PTT_Global_Chemical	
	543	Sprint Nextel	Telecommunications services	United States	17.5	35.3	-4.3	51.6	609	http://dbpedia.org/resource/Sprint_Nextel	medium	http://dbpedia.org/resource/Sprint_Corporation	http://yago-knowledge.org/resource/Sprint_Nextel
http://www.wikidata.org/entity/Q359216	544	SLM	Consumer Financial Services	United States	9	6.1	0.9	181.3	611	http://dbpedia.org/resource/SLM	low	http://dbpedia.org/resource/SLM	
http://www.wikidata.org/entity/Q806626	545	Bank Central Asia	Regional Banks	Indonesia	27.1	4	1.2	46	613	http://dbpedia.org/resource/Bank_Central_Asia	medium	http://dbpedia.org/resource/Bank_Central_Asia	http://yago-knowledge.org/resource/Bank_Central_Asia
	546	Publicis Groupe	Advertising	France	14.7	8.7	1	21.8	615	http://dbpedia.org/resource/Publicis_Groupe	medium	http://dbpedia.org/resource/Publicis	
	547	DISH Network	Broadcasting & Cable	United States	15.9	14.3	0.6	17.4	616	http://dbpedia.org/resource/DISH_Network	medium	http://dbpedia.org/resource/Dish_Network	
http://www.wikidata.org/entity/Q967265	548	Kohl's	Department Stores	United States	11.4	19.3	1	13.9	616	http://dbpedia.org/resource/Kohl's	medium	http://dbpedia.org/resource/Kohl's	http://yago-knowledge.org/resource/Kohl's
http://www.wikidata.org/entity/Q717531	549	Chunghwa Telecom	Telecommunications services	Taiwan	24.3	7.4	1.4	15.2	618	http://dbpedia.org/resource/Chunghwa_Telecom	medium	http://dbpedia.org/resource/Chunghwa_Telecom	http://yago-knowledge.org/resource/Chunghwa_Telecom
http://www.wikidata.org/entity/Q910310	550	T&D Holdings	Life & Health Insurance	Japan	8.1	24.5	0.3	155.1	619	http://dbpedia.org/resource/T&D_Holdings	low	http://dbpedia.org/resource/T&D_Holdings	http://yago-knowledge.org/resource/T&D_Holdings
http://www.wikidata.org/entity/Q612829	551	Stryker	Medical Equipment & Supplies	United States	25.1	8.7	1.3	13.2	620	http://dbpedia.org/resource/Stryker	medium	http://dbpedia.org/resource/Stryker	http://yago-knowledge.org/resource/Stryker
http://www.wikidata.org/entity/Q29803	552	Isuzu Motors	Auto & Truck Manufacturers	Japan	10.5	16.9	1.1	14.6	621	http://dbpedia.org/resource/Isuzu_Motors	medium	http://dbpedia.org/resource/Isuzu_Motors	http://yago-knowledge.org/resource/Isuzu_Motors
	553	Hartford Financial Services	Diversified Insurance	United States	11.5	26.4	0	298.5	622	http://dbpedia.org/resource/Hartford_Financial_Services	medium	http://dbpedia.org/resource/The_Hartford	
http://www.wikidata.org/entity/Q608518	554	Unibail-Rodamco	Real Estate	France	22.2	2.3	1.9	39	623	http://dbpedia.org/resource/Unibail-Rodamco	medium	http://dbpedia.org/resource/Unibail-Rodamco	http://yago-knowledge.org/resource/Unibail-Rodamco
	555	Yahoo	Computer Services	United States	24.3	5	3.9	17.1	624	http://dbpedia.org/resource/Yahoo	medium	http://dbpedia.org/resource/Yahoo!	
	556	HJ Heinz	Food Processing	United States	23.2	11.6	1	11.9	625	http://dbpedia.org/resource/HJ_Heinz	medium	http://dbpedia.org/resource/H._J._Heinz_Company	
http://www.wikidata.org/entity/Q502940	557	General Dynamics	Aerospace & Defense	United States	24.7	31.5	-0.3	34.3	626	http://dbpedia.org/resource/General_Dynamics	medium	http://dbpedia.org/resource/General_Dynamics	http://yago-knowledge.org/resource/General_Dynamics
http://www.wikidata.org/entity/Q14751	558	MTR	Railroads	Hong Kong-China	23	4.6	1.7	26.7	627	http://dbpedia.org/resource/MTR	medium	http://dbpedia.org/resource/MTR	http://yago-knowledge.org/resource/MTR
http://www.wikidata.org/entity/Q319730	559	Abertis	Other Transportation	Spain	14.3	5.2	1.4	37.2	628	http://dbpedia.org/resource/Abertis	medium	http://dbpedia.org/resource/Abertis	http://yago-knowledge.org/resource/Abertis
http://www.wikidata.org/entity/Q2036076	560	Westfield Group	Real Estate	Australia	25.4	2.5	1.8	35.3	630	http://dbpedia.org/resource/Westfield_Group	medium	http://dbpedia.org/resource/Westfield_Group	http://yago-knowledge.org/resource/Westfield_Group
	561	Mitsubishi Chemical	Diversified Chemicals	Japan	7.4	38.8	0.4	37.4	631	http://dbpedia.org/resource/Mitsubishi_Chemical	low	http://dbpedia.org/resource/Mitsubishi_Chemical_Corporation	
http://www.wikidata.org/entity/Q1199764	562	Virgin Media	Telecommunications services	United States	12.5	6.7	4.6	17.1	631	http://dbpedia.org/resource/Virgin_Media	medium	http://dbpedia.org/resource/Virgin_Media	http://yago-knowledge.org/resource/Virgin_Media
http://www.wikidata.org/entity/Q1680777	563	Siam Cement	Specialized Chemicals	Thailand	20.3	13.3	0.8	12.8	633	http://dbpedia.org/resource/Siam_Cement	medium	http://dbpedia.org/resource/Siam_Cement	http://yago-knowledge.org/resource/Siam_Cement
http://www.wikidata.org/entity/Q3272257	564	M&T Bank	Regional Banks	United States	13.4	4.6	1	83	634	http://dbpedia.org/resource/M&T_Bank	medium	http://dbpedia.org/resource/M&T_Bank	http://yago-knowledge.org/resource/M&T_Bank
	565	Daqin Railway	Railroads	China	18.7	7.2	1.9	14.9	635	http://dbpedia.org/resource/Daqin_Railway	medium	http://dbpedia.org/resource/Datong�Qinhuangdao_Railway	
http://www.wikidata.org/entity/Q13227919	566	Tata Consultancy Services	Computer Services	India	56.9	9.6	2	8.1	636	http://dbpedia.org/resource/Tata_Consultancy_Services	medium	http://dbpedia.org/resource/Tata_Consultancy_Services	http://yago-knowledge.org/resource/Tata_Consultancy_Services
	567	Fanuc	Other Industrial Equipment	Japan	29.7	6.5	1.7	13.7	637	http://dbpedia.org/resource/Fanuc	medium	http://dbpedia.org/resource/FANUC	
http://www.wikidata.org/entity/Q5099887	568	China Resources Land	Real Estate	Hong Kong-China	14.6	5.7	1.4	29.4	637	http://dbpedia.org/resource/China_Resources_Land	medium	http://dbpedia.org/resource/China_Resources_Land	http://yago-knowledge.org/resource/China_Resources_Land
	569	Datang International Power	Electric Utilities	China	8.4	12.2	0.6	42.4	639	http://dbpedia.org/resource/Datang_International_Power	low	http://dbpedia.org/resource/Datang_International_Power_Generation_Company	
http://www.wikidata.org/entity/Q806483	570	Bangkok Bank	Regional Banks	Thailand	15.1	4.3	1.1	79.1	640	http://dbpedia.org/resource/Bangkok_Bank	medium	http://dbpedia.org/resource/Bangkok_Bank	http://yago-knowledge.org/resource/Bangkok_Bank
http://www.wikidata.org/entity/Q705392	571	Seagate Technology	Computer Storage Devices	Ireland	12.7	16.3	3.2	8.7	641	http://dbpedia.org/resource/Seagate_Technology	medium	http://dbpedia.org/resource/Seagate_Technology	http://yago-knowledge.org/resource/Seagate_Technology
	572	Ensco	Oil Services & Equipment	United Kingdom	14.1	6.8	1.8	18.5	642	http://dbpedia.org/resource/Ensco	medium	http://dbpedia.org/resource/ENSCO	
http://www.wikidata.org/entity/Q45018	573	Kingfisher	Home Improvement Retail	United Kingdom	10.3	16.8	0.9	15.6	643	http://dbpedia.org/resource/Kingfisher	medium	http://dbpedia.org/resource/Kingfisher	
http://www.wikidata.org/entity/Q5881864	574	HollyFrontier	Oil & Gas Operations	United States	10.8	20.1	1.7	10.3	643	http://dbpedia.org/resource/HollyFrontier	medium	http://dbpedia.org/resource/HollyFrontier	
http://www.wikidata.org/entity/Q1492739	575	Galp Energia	Oil & Gas Operations	Portugal	13.1	24.4	0.5	18	645	http://dbpedia.org/resource/Galp_Energia	medium	http://dbpedia.org/resource/Galp_Energia	http://yago-knowledge.org/resource/Galp_Energia
http://www.wikidata.org/entity/Q5546186	576	George Weston	Food Retail	Canada	9.1	32.8	0.5	21.9	646	http://dbpedia.org/resource/George_Weston	low	http://dbpedia.org/resource/George_Weston	http://yago-knowledge.org/resource/George_Weston
http://www.wikidata.org/entity/Q1477012	577	Rostelecom	Telecommunications services	Russia	11.3	10.4	1.1	17.7	647	http://dbpedia.org/resource/Rostelecom	medium	http://dbpedia.org/resource/Rostelecom	http://yago-knowledge.org/resource/Rostelecom
	578	Evergrande Real Estate	Real Estate	China	6.9	10.3	1.5	31.1	648	http://dbpedia.org/resource/Evergrande_Real_Estate	low	http://dbpedia.org/resource/Evergrande_Real_Estate_Group	
http://www.wikidata.org/entity/Q213140	579	Japan Airlines	Airline	Japan	8.7	14.6	2.3	13.2	649	http://dbpedia.org/resource/Japan_Airlines	low	http://dbpedia.org/resource/Japan_Airlines	http://yago-knowledge.org/resource/Japan_Airlines
http://www.wikidata.org/entity/Q1518015	580	Jiangxi Copper	Diversified Metals & Mining	China	10.8	25	0.8	12.5	650	http://dbpedia.org/resource/Jiangxi_Copper	medium	http://dbpedia.org/resource/Jiangxi_Copper	http://yago-knowledge.org/resource/Jiangxi_Copper
http://www.wikidata.org/entity/Q971649	581	PKN Orlen	Oil & Gas Operations	Poland	7.4	38.8	0.8	16.9	651	http://dbpedia.org/resource/PKN_Orlen	low	http://dbpedia.org/resource/PKN_Orlen	http://yago-knowledge.org/resource/PKN_Orlen
	582	Grupo Aval	Investment Services	Colombia	13.2	6.1	0.7	57.4	652	http://dbpedia.org/resource/Grupo_Aval	medium	http://dbpedia.org/resource/Grupo_Aval_Acciones_y_Valores	
http://www.wikidata.org/entity/Q157617	583	Commerzbank	Major Banks	Germany	9.2	25.5	0	838.3	654	http://dbpedia.org/resource/Commerzbank	low	http://dbpedia.org/resource/Commerzbank	http://yago-knowledge.org/resource/Commerzbank
http://www.wikidata.org/entity/Q342446	584	JBS	Food Processing	Brazil	10.4	38.9	0.4	24.3	656	http://dbpedia.org/resource/JBS	medium	http://dbpedia.org/resource/JBS	
